Train no.,Train name,Starts,Ends
12236,Ndls Dbrg Rajdhani,New Delhi,Dibrugarh
12436,Ndls Dbrt Rajdhani,New Delhi,Dibrugarh Town
12271,Ndls Duronto Express,Lucknow Nr,New Delhi
12275,Ndls Duronto Express,Allahabad Junction,New Delhi
22209,Ndls Duronto Express,Mumbai Central,New Delhi
12324,Ndls Hwh Express,New Delhi,Howrah Junction
4008,Ndls Hwh Special,New Delhi,Howrah Junction
12250,Ndls Hwh Yuva,New Delhi,Howrah Junction
12056,Ndls Janshatabd,Dehradun,New Delhi
12058,Ndls Janshtbdi,Una Himachal,New Delhi
12191,Ndls Jbp Superfast Express,New Delhi,Jabalpur
14681,Ndls Juc Express,New Delhi,Jalandhar City
2504,Ndls Kyq Premiu,New Delhi,Kamakhya
12037,Ndls Ldh Shatabdi,New Delhi,Ludhiana Junction
12234,Ndls Lko Ac Express,New Delhi,Lucknow Nr
12430,Ndls Lko Raj,New Delhi,Lucknow Nr
4208,Ndls Lko Special,New Delhi,Lucknow Nr
4434,Ndls Lko Special,New Delhi,Lucknow Nr
4942,Ndls Lko Special,New Delhi,Lucknow Nr
4420,Ndls Lku Ac Special,New Delhi,Lal Kuan
2456,Ndls Mao Ac Special,New Delhi,Madgaon
14004,Ndls Mldt Express,New Delhi,Malda Town
12043,Ndls Moga Shatabdi,New Delhi,Moga
22412,Ndls Nhln Ac Superfast,New Delhi,Naharlagun
12524,Ndls Njp Superfast Express,New Delhi,New Jalpaiguri
22404,Ndls Pdy Express,New Delhi,Puducherry
4405,Ndls Premium Special,Sainagar Shirdi,New Delhi
2259,Ndls Premium Special,Sealdah,New Delhi
22913,Ndls Premium Special,Mumbai Central,New Delhi
12878,Ndls Rnc G Rath,New Delhi,Ranchi
12440,Ndls Rnc Raj Express,New Delhi,Ranchi
12454,Ndls Rnc Rajdhani,New Delhi,Ranchi
14323,Ndls Rok Express,New Delhi,Rohtak Junction
15602,Ndls Scl Psk Express,New Delhi,Silchar
12044,Ndls Shatabdi,Moga,New Delhi
12001,Ndls Shatabdi E,Habibganj,New Delhi
4012,Ndls Snsi Superfast Special,New Delhi,Sainagar Shirdi
4055,Ndls Uhp Special,New Delhi,Udhampur
12459,Ndlsasr Express,New Delhi,Amritsar Junction
19576,Ndt Okha Express,Nathdwara,Okha
9607,Ndt Udz Special,Nathdwara,Udaipur City
12767,Ned Src Superfast Express,Nanded,Santragachi Junction
12768,Ned Wkly Express,Santragachi Junction,Nanded
7513,Ned Ald Special,Nanded,Allahabad Junction
7511,Ned Ald Special,Nanded,Allahabad Junction
12421,Ned Asr Superfast Express,Nanded,Amritsar Junction
17620,Ned Awb Express,Nanded,Aurangabad
17623,Ned Bkn Express,Nanded,Bikaner Junction
7408,Ned Bkn Special,Nanded,Bikaner Junction
7037,Ned Bkn Special,Nanded,Bikaner Junction
57564,Ned Hyb Passenger,Nanded,Hyderabad Decan
11012,Ned Ltt Express,Nanded,Lokmanyatilak T
4602,Ned Premium Special,Amritsar Junction,Nanded
17614,Ned Pune Express,Nanded,Pune Junction
7631,Ned Pune Special,Nanded,Pune Junction
7629,Ned Pune Special,Nanded,Pune Junction
7501,Ned Pvr Special,Nanded,Pandharpur
16593,Ned Sbc Express,Nanded,Bangalore Cy Junction
4722,Ned Sgnr Superfast Express,Nanded,Shri Ganganagar
12485,Ned Sgnr Express,Nanded,Shri Ganganagar
7609,Ned St Special,Nanded,Surat
22457,Ned Uhl Superfast Express,Nanded,Una Himachal
18510,Ned Vskp Express,Nanded,Vishakapatnam
8510,Ned Vskp Special,Nanded,Vishakapatnam
12875,Neelachal Express,Puri,New Delhi
12876,Neelachal Express,New Delhi,Puri
12631,Nellai Express,Chennai Egmore,Tirunelveli
12632,Nellai Express,Tirunelveli,Chennai Egmore
16346,Netravathi Express,Trivandrum Cntl,Lokmanyatilak T
16345,Netravati Express,Lokmanyatilak T,Trivandrum Cntl
4095,Newdelhi Ac Express,Trivandrum Cntl,New Delhi
13422,Nfk Ndae Express,Malda Town,Nabadwip Dham
14003,Nfk Ndls Express,Malda Town,New Delhi
18240,Ngp Bilaspur Express,Nagpur,Bilaspur Junction
6570,Ngp Bnc Special,Nagpur,Bangalore Cant
22112,Ngp Bsl Superfast Express,Nagpur,Bhusaval Junction
12290,Ngp Cstm Duront,Nagpur,Mumbai Cst
1014,Ngp Cstm Special,Nagpur,Mumbai Cst
1212,Ngp Cstm Special,Nagpur,Mumbai Cst
1012,Ngp Cstm Special,Nagpur,Mumbai Cst
5592,Ngp Dbg Exam Special,Nagpur,Darbhanga Junction
8611,Ngp Hatia Special,Nagpur,Hatia
1657,Ngp Hbj Special,Nagpur,Habibganj
12924,Ngp Indore Express,Nagpur,Indore Junction Bg
11203,Ngp Jaipur Express,Nagpur,Jaipur
2159,Ngp Jbp Superfast Special,Nagpur,Jabalpur
11403,Ngp Kop Express,Nagpur,C Shahumharaj T
58839,Ngp Nir Jbp Passenger,Nagpur,Jabalpur
1021,Ngp Pune Special,Nagpur,Pune Junction
1203,Ngp Pune Superfast Special,Nagpur,Pune Junction
11207,Ngp Rewa Express,Nagpur,Rewa
12772,Ngp Sc Superfast Express,Nagpur,Secunderabad Junction
1453,Ngp Udhna Special,Nagpur,Udhna Junction
15618,Nhln Ghy Ic Express,Naharlagun,Guwahati
22411,Nhln Ndls Ac Express,Naharlagun,New Delhi
12671,Nilagiri Express,Chennai Central,Metupalaiyam
12672,Nilagiri Express,Metupalaiyam,Chennai Central
7614,Nizamabad Express,Kollam Junction,Nizamabad
22653,Nizamuddin Express,Trivandrum Cntl,H Nizamuddin
12721,Nizamuddin Express,Hyderabad Decan,H Nizamuddin
12415,Nizamuddin Express,Indore Junction Bg,H Nizamuddin
22633,Nizamuddin Express,Trivandrum Cntl,H Nizamuddin
7305,Nizamuddin Express,Hubli Junction,H Nizamuddin
12147,Nizamuddin Express,C Shahumharaj T,H Nizamuddin
12645,Nizamuddin Express,Eranakulam Junction,H Nizamuddin
12643,Nizamuddin Express,Trivandrum Cntl,H Nizamuddin
22310,Njp Hwh Ac Express,New Jalpaiguri,Howrah Junction
3060,Njp Hwh Premium,New Jalpaiguri,Howrah Junction
12042,Njp Hwh Shatabd,New Jalpaiguri,Howrah Junction
3064,Njp Hwh Special,New Jalpaiguri,Howrah Junction
5710,Njp Hwh Special,New Jalpaiguri,Howrah Junction
3130,Njp Koaa Special,New Jalpaiguri,Kolkata
12754,Njp Mas Express,New Jalpaiguri,Chennai Central
22612,Njp Mas Express,New Jalpaiguri,Chennai Central
12523,Njp Ndls Express,New Jalpaiguri,New Delhi
3059,Njp Premium Special,Howrah Junction,New Jalpaiguri
18630,Njp Rnc Express,New Jalpaiguri,Ranchi
15723,Njp Smi Express,New Jalpaiguri,Sitamarhi
19602,Njp Udz Express,New Jalpaiguri,Udaipur City
4552,Nldm Jp Special,Nangal Dam,Jaipur
12326,Nldm Koaa Express,Nangal Dam,Kolkata
4924,Nldm Lko Special,Nangal Dam,Lucknow Nr
7224,Nlr Kranti Special,Nellore,Kurnool Town
7118,Nlr Sc Special,Nellore,Secunderabad Junction
12506,North East Express,Anand Vihar Trm,Guwahati
12505,North East Express,Guwahati,Anand Vihar Trm
17642,Nrkr Kcg Express,Narkher,Kacheguda
52103,Nrl Mae Passenger,Neral,Matheran
52105,Nrl Mae Passenger,Neral,Matheran
52107,Nrl Mae Passenger,Neral,Matheran
52109,Nrl Mae Passenger,Neral,Matheran
52101,Nrl/Matheranpas,Neral,Matheran
17404,Ns Tpty Express,Narasapur,Tirupati
17255,Ns Hydrabad Express,Narasapur,Hyderabad Decan
17213,Ns Nsl Express,Narasapur,Nagarsol
17231,Ns Nsl Express,Narasapur,Nagarsol
7217,Ns Qln Special,Narasapur,Kollam Junction
7255,Ns Sc Special,Narasapur,Secunderabad Junction
7205,Nsl Cct Special,Nagarsol,Kakinada Town
16004,Nsl Mas Wkly Express,Nagarsol,Chennai Central
17214,Nsl Ns Express,Nagarsol,Narasapur
17232,Nsl Ns Express,Nagarsol,Narasapur
7120,Nsl Sc Special,Nagarsol,Secunderabad Junction
13281,Ntsk Rjpb Express,New Tinsukia Junction,Rjndr Ngr Bihar
25910,Ntsk Jivachh Li,Darbhanga Junction,New Tinsukia Junction
3281,Ntsk Rjpb Special,New Tinsukia Junction,Rjndr Ngr Bihar
18202,Ntv Durg Express,Nautanwa,Durg
18206,Ntv Durg Express,Nautanwa,Durg
15019,Ntv Intercity,Gorakhpur Junction,Nautanwa
1706,Nyn Jbp Mela Special,Naini,Jabalpur
11206,Nzb Ltt Express,Nizamabad,Lokmanyatilak T
51422,Nzb Pune Passenger,Nizamabad,Pune Junction
51433,Nzb Pvr Passenger,Nizamabad,Pandharpur
7613,Nzb Qln Special,Nizamabad,Kollam Junction
8566,Nzb Vskp Special,Nizamabad,Vishakapatnam
12248,Nzm Bdts Yuva,H Nizamuddin,Bandra Terminus
1072,Nzm Pune Special,H Nizamuddin,Pune Junction
22212,Nzm Aii Duronto,H Nizamuddin,Ajmer Junction
4092,Nzm Bct Ac Special,H Nizamuddin,Mumbai Central
12285,Nzm Duronto Express,Secunderabad Junction,H Nizamuddin
12263,Nzm Duronto Express,Pune Junction,H Nizamuddin
12284,Nzm Ers Duronto,H Nizamuddin,Eranakulam Junction
12909,Nzm Garib Rath,Bandra Terminus,H Nizamuddin
12611,Nzm Garib Rath,Chennai Central,H Nizamuddin
12059,Nzm Jan Shatabd,Kota Junction,H Nizamuddin
12065,Nzm Jan Shatabd,Ajmer Junction,H Nizamuddin
22182,Nzm Jbp Superfast Express,H Nizamuddin,Jabalpur
12148,Nzm Kop Express,H Nizamuddin,C Shahumharaj T
9810,Nzm Kota Special,H Nizamuddin,Kota Junction
17305,Nzm Link Express,Hubli Junction,H Nizamuddin
22110,Nzm Ltt Ac Express,H Nizamuddin,Lokmanyatilak T
22414,Nzm Mao Raj,H Nizamuddin,Madgaon
2448,Nzm Mkp Kurj Special,H Nizamuddin,Khajuraho
4013,Nzm Premium Special,Pune Junction,H Nizamuddin
4407,Nzm Premium Special,Pune Junction,H Nizamuddin
4408,Nzm Pune Premiu,H Nizamuddin,Pune Junction
4014,Nzm Pune Premiu,H Nizamuddin,Pune Junction
22413,Nzm Rajdhani,Madgaon,H Nizamuddin
12286,Nzm Sc Duronto,H Nizamuddin,Secunderabad Junction
12438,Nzm Sc Rajdhani,H Nizamuddin,Secunderabad Junction
4016,Nzm Snsi Special,H Nizamuddin,Sainagar Shirdi
22634,Nzm Tvc Superfast Express,H Nizamuddin,Trivandrum Cntl
22654,Nzm Tvc Superfast Express,H Nizamuddin,Trivandrum Cntl
22656,Nzm Tvc Superfast Express,H Nizamuddin,Trivandrum Cntl
7227,Ogl Jp Special,Ongole,Ajmer Junction
19575,Okha Ndt Express,Okha,Nathdwara
19569,Okha Bsb Express,Okha,Varanasi Junction
16337,Okha Ers Express,Okha,Eranakulam Junction
16338,Okha Express,Eranakulam Junction,Okha
22905,Okha Howrah Express,Okha,Howrah Junction
9563,Okha Jaipur Special,Okha,Jaipur
18402,Okha Puri Express,Okha,Puri
19252,Okha Somnath Express,Okha,Somnath
6136,Onr Mtp Passenger,Coonoor,Metupalaiyam
56138,Onr Uam Passenger,Coonoor,Udagamandalam
12819,Orissa S Kranti,Bhubaneswar,New Delhi
12820,Orissa S Kranti,New Delhi,Bhubaneswar
12850,Pa Bilaspur Express,Pune Junction,Bilaspur Junction
11037,Pa Gorakhpur Express,Pune Junction,Gorakhpur Junction
12103,Pa Lucknow Express,Pune Junction,Lucknow Ne
12377,Padatik Express,Sealdah,New Jalpaiguri
12378,Padatik Express,New Jalpaiguri,Sealdah
14207,Padmavat Express,Partapgarh Junction,Delhi
14208,Padmavat Express,Delhi,Partapgarh Junction
12763,Padmavathi Express,Tirupati,Secunderabad Junction
12764,Padmavati Express,Secunderabad Junction,Tirupati
15721,Paharia Express,Digha Flag Stn,New Jalpaiguri
15722,Paharia Express,New Jalpaiguri,Digha Flag Stn
13348,Palamou Express,Patna Junction,Barka Kana
13347,Palamou Express,Barka Kana,Patna Junction
22651,Palani Express,Chennai Central,Palani
22652,Palani Mas Express,Palani,Chennai Central
19152,Palanpur Express,Gandhidham Bg,Palanpur Junction
12606,Pallavan Express,Karaikkudi Junction,Chennai Egmore
12605,Pallavan Express,Chennai Egmore,Karaikkudi Junction
12748,Palnadu Express,Vikarabad Junction,Guntur Junction
12747,Palnadu Express,Guntur Junction,Vikarabad Junction
17407,Pamani Express,Tirupati,Mannargudi
12109,Panchavati Express,Mumbai Cst,Manmad Junction
12110,Panchavti Express,Manmad Junction,Mumbai Cst
59386,Panchvalley Pa,Chhindwara Junction,Gorakhpur Junction
59385,Panchvalley Passenger,Indore Junction Bg,Chhindwara Junction
12637,Pandian Express,Chennai Egmore,Madurai Junction
12638,Pandian Express,Madurai Junction,Chennai Egmore
12942,Parasnath Express,Asansol Junction,Bhavnagar Trmus
16649,Parasuram Express,Mangalore Cntl,Nagercoil Junction
16650,Parasuram Express,Nagercoil Junction,Mangalore Cntl
12925,Paschim Express,Bandra Terminus,Kalka
22926,Paschim Express,Kalka,Bandra Terminus
12926,Paschim Express,Amritsar Junction,Bandra Terminus
14623,Patalkot Express,Chhindwara Junction,Delhi S Rohilla
14624,Patalkot Express,Delhi S Rohilla,Chhindwara Junction
18621,Patliputra Express,Patna Junction,Hatia
18622,Patliputra Express,Hatia,Patna Junction
22352,Patliputraexp,Yesvantpur Junction,Patliputra
22643,Patna Express,Eranakulam Junction,Patna Junction
17610,Pau Pnbe Express,Purna Junction,Patna Junction
12184,Pbh Bpl Express,Partapgarh Junction,Bhopal Junction
19572,Pbr Rjt Express,Porbandar,Rajkot Junction
19270,Pbr Express,Muzaffarpur Junction,Porbandar
12905,Pbr Howrah Express,Porbandar,Howrah Junction
12950,Pbr Kaviguru Express,Santragachi Junction,Porbandar
19269,Pbr Motihari Express,Porbandar,Muzaffarpur Junction
19202,Pbr Sc Express,Porbandar,Secunderabad Junction
12897,Pdy Bbs Express,Puducherry,Bhubaneswar
16861,Pdy Cape Express,Puducherry,Kanyakumari
6861,Pdy Cape Express,Puducherry,Kanyakumari
12868,Pdy Howrah Express,Puducherry,Howrah Junction
22403,Pdy Ndls Express,Puducherry,New Delhi
12693,Pearl City Express,Chennai Egmore,Tuticorin
12694,Pearl City Express,Tuticorin,Chennai Egmore
12711,Pinakini Express,Vijayawada Junction,Chennai Central
12712,Pinakini Express,Chennai Central,Vijayawada Junction
22936,Pit Bdts Superfast Express,Palitana,Bandra Terminus
17609,Pnbe Pau Express,Patna Junction,Purna Junction
4004,Pnbe Ac Special,New Delhi,Patna Junction
9412,Pnbe Adi Special,Patna Junction,Ahmedabad Junction
3209,Pnbe Anvt Superfast Special,Patna Junction,Anand Vihar Trm
2393,Pnbe Anvt Superfast Special,Patna Junction,Anand Vihar Trm
3291,Pnbe Anvt Special,Patna Junction,Anand Vihar Trm
3558,Pnbe Asn Special,Patna Junction,Asansol Junction
3504,Pnbe Asn Special,Patna Junction,Asansol Junction
3506,Pnbe Asn Special,Patna Junction,Asansol Junction
3562,Pnbe Asn Special,Patna Junction,Asansol Junction
3576,Pnbe Asn Special,Patna Junction,Asansol Junction
3512,Pnbe Asn Special,Patna Junction,Asansol Junction
8450,Pnbe Bbs Special,Patna Junction,Bhubaneswar
19050,Pnbe Bdts Express,Patna Junction,Bandra Terminus
9012,Pnbe Bdts Special,Patna Junction,Bandra Terminus
3436,Pnbe Bgp Special,Patna Junction,Bhagalpur
22844,Pnbe Bsp Express,Patna Junction,Bilaspur Junction
8294,Pnbe Bsp Special,Patna Junction,Bilaspur Junction
1711,Pnbe Chhat Special,Jabalpur,Patna Junction
1054,Pnbe Cstm Special,Patna Junction,Mumbai Cst
13332,Pnbe Dhn Express,Patna Junction,Dhanbad Junction
3211,Pnbe Dhn Special,Patna Junction,Dhanbad Junction
8298,Pnbe Durg Special,Patna Junction,Durg
22644,Pnbe Ers Express,Patna Junction,Eranakulam Junction
16360,Pnbe Ers Express,Patna Junction,Eranakulam Junction
12359,Pnbe Garib Rath,Kolkata,Patna Junction
18625,Pnbe Hte Express,Patna Junction,Hatia
3288,Pnbe Hwh Special,Patna Junction,Howrah Junction
3066,Pnbe Hwh Special,Patna Junction,Howrah Junction
3074,Pnbe Hwh Special,Patna Junction,Howrah Junction
3072,Pnbe Hwh Special,Patna Junction,Howrah Junction
9306,Pnbe Indb Premi,Patna Junction,Indore Junction Bg
12366,Pnbe Janshatabd,Ranchi,Patna Junction
1712,Pnbe Jbp Special,Patna Junction,Jabalpur
3134,Pnbe Koaa Special,Patna Junction,Kolkata
13237,Pnbe Kota Express,Patna Junction,Kota Junction
13239,Pnbe Kota Express,Patna Junction,Kota Junction
2519,Pnbe Kyq Special,Patna Junction,Kamakhya
2054,Pnbe Ltt Premiu,Patna Junction,Lokmanyatilak T
13416,Pnbe Mldt Express,Patna Junction,Malda Town
4003,Pnbe Ndls Special,Patna Junction,New Delhi
2053,Pnbe Premium Special,Lokmanyatilak T,Patna Junction
2366,Pnbe Premium Special,Anand Vihar Trm,Patna Junction
12150,Pnbe Pune Express,Patna Junction,Pune Junction
8623,Pnbe Rnc Special,Patna Junction,Ranchi
12792,Pnbe Sc Express,Patna Junction,Secunderabad Junction
2792,Pnbe Sc Premium,Patna Junction,Secunderabad Junction
23348,Pnbe Sgrl Lnk E,Patna Junction,Singrauli
9056,Pnbe St Premium,Patna Junction,Surat
12742,Pnbe Vsg Express,Patna Junction,Vasco Da Gama
15280,Poorabiya Express,Adrsh Ngr Delhi,Saharsa Junction
15279,Poorbiya Express,Saharsa Junction,Adrsh Ngr Delhi
11098,Poorna Express,Eranakulam Junction,Pune Junction
11097,Poorna Express,Pune Junction,Eranakulam Junction
12381,Poorva Express,Howrah Junction,New Delhi
12382,Poorva Express,New Delhi,Howrah Junction
12303,Poorva Express,Howrah Junction,New Delhi
12304,Poorva Express,New Delhi,Howrah Junction
19261,Porbandar Express,Kochuveli,Porbandar
15601,Porvotr S Kranti,Silchar,New Delhi
12502,Porvotr S Kranti,New Delhi,Guwahati
12501,Porvotr S Kranti,Guwahati,New Delhi
12662,Pothigai Express,Sengottai,Chennai Egmore
12661,Pothigai Express,Chennai Egmore,Sengottai
13255,Ppta Cdg Express,Patliputra,Chandigarh
22351,Ppta Ypr Express,Patliputra,Yesvantpur Junction
12126,Pragati Express,Pune Junction,Mumbai Cst
12125,Pragati Express,Mumbai Cst,Pune Junction
18463,Prasanthi Express,Bhubaneswar,Bangalore Cy Junction
18464,Prasanthi Express,Bangalore Cy Junction,Bhubaneswar
12496,Pratap Express,Kolkata,Bikaner Junction
11105,Pratham S S Express,Kolkata,Jhansi Junction
11106,Pratham S Sngrm,Jhansi Junction,Kolkata
12417,Prayag Raj Express,Allahabad Junction,New Delhi
12418,Prayag Raj Express,New Delhi,Allahabad Junction
18413,Prdp Puri Express,Paradip,Puri
22810,Prdp Superfast Express,Vishakapatnam,Paradip
22814,Prdp Src Superfast Express,Paradip,Santragachi Junction
11453,Prerana Express,Ahmedabad Junction,Nagpur
11454,Prerana Express,Nagpur,Ahmedabad Junction
14307,Prg Be Express,Prayag,Bareilly
22605,Prr Vm Express,Purulia Junction,Villuparam Junction
12828,Prr Hwh Express,Purulia Junction,Howrah Junction
18004,Prr Jgm Express,Purulia Junction,Jhargram
12576,Prr Kgp Express,Purulia Junction,Kharagpur Junction
22876,Prr Kgp Express,Purulia Junction,Kharagpur Junction
14038,Ptk Dli Express,Pathankot,Delhi
16573,Puducherry Express,Yesvantpur Junction,Puducherry
16856,Puducherry Express,Mangalore Cntl,Puducherry
11005,Puducherry Express,Dadar,Puducherry
16862,Puducherry Express,Kanyakumari,Puducherry
6862,Puducherry Express,Kanyakumari,Puducherry
16858,Puducherry Express,Mangalore Cntl,Puducherry
56700,Punalur Passenger,Madurai Junction,Punalur
11405,Pune Ami Express,Pune Junction,Amravati
22881,Pune Bbs Express,Pune Junction,Bhubaneswar
12581,Pune Bbs Express,Pune Junction,Bhubaneswar
11090,Pune Bgkt Express,Pune Junction,Bhagat Ki Kothi
11092,Pune Bhuj Express,Pune Junction,Bhuj
51451,Pune Brmt Passenger,Pune Junction,Mumbai Cst
11026,Pune Bsl Express,Pune Junction,Bhusaval Junction
12297,Pune Duronto,Ahmedabad Junction,Pune Junction
12264,Pune Duronto Express,H Nizamuddin,Pune Junction
22150,Pune Ers Superfast Express,Pune Junction,Eranakulam Junction
12730,Pune Express,Nanded,Pune Junction
12114,Pune Garibrath,Nagpur,Pune Junction
15030,Pune Gkp Express,Pune Junction,Gorakhpur Junction
6028,Pune Gr Express,Chennai Central,Pune Junction
11101,Pune Gwalior Express,Pune Junction,Gwalior
22845,Pune Hatia Superfast,Pune Junction,Hatia
1651,Pune Hbj Special,Pune Junction,Habibganj
1011,Pune Hbj Special,Pune Junction,Habibganj
17013,Pune Hyb Express,Pune Junction,Hyderabad Decan
19311,Pune Indore Express,Pune Junction,Indore Junction Bg
22943,Pune Indore Express,Pune Junction,Indore Junction Bg
12170,Pune Intercity,Solapur Junction,Pune Junction
12939,Pune Jaipur Express,Pune Junction,Jaipur
1655,Pune Jbp Superfast Special,Pune Junction,Jabalpur
2511,Pune Kyq Special,Pune Junction,Kamakhya
11407,Pune Ljn Express,Pune Junction,Lucknow Ne
51401,Pune Mmr Passenger,Pune Junction,Manmad Junction
12135,Pune Nagpur Express,Pune Junction,Nagpur
1204,Pune Nagpur Special,Pune Junction,Nagpur
12729,Pune Nanded Express,Pune Junction,Nanded
17613,Pune Nanded Express,Pune Junction,Nanded
7630,Pune Nanded Special,Pune Junction,Nanded
1022,Pune Ngp Special,Pune Junction,Nagpur
51421,Pune Nzb Passenger,Pune Junction,Nizamabad
1077,Pune Nzm Special,Pune Junction,H Nizamuddin
12149,Pune Patna Express,Pune Junction,Patna Junction
12026,Pune Shatabdi,Secunderabad Junction,Pune Junction
2410,Pune Shatabdi S,Udhna Junction,Pune Junction
51455,Pune Sur Passenger,Pune Junction,Solapur Junction
1010,Pune Sur Superfast Special,Pune Junction,Solapur Junction
6802,Pune Tpj Special,Pune Junction,Tiruchchirapali
2409,Pune Udn Shatabdi Special,Pune Junction,Udhna Junction
11088,Pune Veraval Express,Pune Junction,Veraval
12138,Punjab Mail,Firozpur Cant,Mumbai Cst
12137,Punjab Mail,Mumbai Cst,Firozpur Cant
15047,Purbanchal Express,Kolkata,Gorakhpur Junction
18405,Puri Adi Express,Puri,Ahmedabad Junction
12843,Puri Adi Express,Puri,Ahmedabad Junction
18421,Puri Ajmer Express,Puri,Ajmer Junction
3515,Puri Asn Special,Puri,Asansol Junction
14710,Puri Bkn Express,Puri,Bikaner Junction
22859,Puri Chennai Express,Puri,Chennai Central
18419,Puri Dbg Jyg Express,Puri,Jaynagar
22890,Puri Dgha Superfast E,Puri,Digha Flag Stn
12580,Puri Dgha Superfast E,Puri,Digha Flag Stn
22878,Puri Digha Express,Puri,Digha Flag Stn
18425,Puri Durg Express,Puri,Durg
8470,Puri Garib Rath,Bangalore Cy Junction,Puri
22884,Puri Garib Rath,Yesvantpur Junction,Puri
15639,Puri Ghy Express,Puri,Guwahati
12994,Puri Gimb Express,Puri,Gandhidham Bg
19454,Puri Gimb Express,Puri,Gandhidham Bg
12838,Puri Hwh Express,Puri,Howrah Junction
12888,Puri Hwh Express,Puri,Howrah Junction
12896,Puri Hwh Express,Puri,Howrah Junction
12882,Puri Hwh G Rath,Puri,Howrah Junction
18473,Puri Ju Express,Puri,Jodhpur Junction
18416,Puri Kdjr Express,Puri,Barabil
15643,Puri Kyq Express,Puri,Kamakhya
22866,Puri Ltt Superfast Express,Puri,Lokmanyatilak T
12146,Puri Ltt Superfast Express,Puri,Lokmanyatilak T
18401,Puri Okha Express,Puri,Okha
8466,Puri Rou Special,Puri,Rourkela
18304,Puri Sbp Intercity Express,Puri,Sambalpur
3102,Puri Sdah Special,Puri,Sealdah
22836,Puri Shm Superfast Express,Puri,Shalimar
18407,Puri Snsi Express,Puri,Sainagar Shirdi
2838,Puri Src Premiu,Puri,Santragachi Junction
8473,Puri Src Special,Puri,Santragachi Junction
8008,Puri Src Special,Puri,Santragachi Junction
8010,Puri Src Special,Puri,Santragachi Junction
8012,Puri Src Special,Puri,Santragachi Junction
8014,Puri Src Special,Puri,Santragachi Junction
8410,Puri Src Special,Puri,Santragachi Junction
8401,Puri Src Special,Puri,Santragachi Junction
12743,Puri St Wkly Express,Puri,Surat
22827,Puri Surat Express,Puri,Surat
17479,Puri Tpty Express,Puri,Tirupati
22910,Puri Valsad Express,Puri,Valsad
12584,Puri Valsad Express,Puri,Valsad
22883,Puri Ypr G Rath,Puri,Yesvantpur Junction
12802,Purshottam Express,New Delhi,Puri
22606,Purulia Express,Villuparam Junction,Purulia Junction
